amount,frequency,geolocation,device_id,merchant_type,payment_method,is_fraud
70.1,13,SG,dev_7279,Travel,UPI,0
6.47,7,GB,dev_6617,Travel,UPI,0
293.2,18,IN,dev_3596,Travel,Debit Card,0
342.71,2,CA,dev_8905,Restaurants,Net Banking,0
95.83,17,CA,dev_4208,Electronics,E-Wallet,0
61.45,4,SG,dev_9602,Clothing,UPI,0
29.63,13,AU,dev_6380,Fuel,Debit Card,0
134.47,3,FR,dev_3442,Fuel,Credit Card,0
92.35,6,SG,dev_1868,Fuel,UPI,0
14.2,19,IN,dev_5066,Clothing,Debit Card,0
193.46,11,US,dev_5900,Electronics,Credit Card,0
138.32,1,BR,dev_9174,Grocery,Net Banking,0
239.34,10,AU,dev_4087,Pharmacy,Credit Card,0
103.49,13,AU,dev_7253,Pharmacy,UPI,0
76.03,15,ZA,dev_2471,Electronics,E-Wallet,0
43.34,19,DE,dev_8144,Travel,Credit Card,0
215.92,5,IN,dev_5820,Pharmacy,E-Wallet,0
160.83,3,AU,dev_3399,Travel,E-Wallet,0
3.7,14,IN,dev_3426,Electronics,Credit Card,0
2.14,0,SG,dev_7354,Electronics,Net Banking,0
37.79,6,BR,dev_1181,Clothing,Credit Card,0
133.09,11,BR,dev_3153,Clothing,Debit Card,1
349.14,9,CA,dev_8802,Restaurants,E-Wallet,0
13.04,4,US,dev_3875,Fuel,UPI,0
72.14,11,CA,dev_6353,Restaurants,E-Wallet,0
38.36,17,AU,dev_3443,Fuel,UPI,0
280.3,9,DE,dev_2822,Travel,Debit Card,0
147.67,5,CA,dev_3589,Restaurants,Debit Card,0
145.78,11,CA,dev_8073,Restaurants,Debit Card,0
50.59,6,CA,dev_9376,Grocery,Credit Card,0
42.87,17,IN,dev_7556,Electronics,E-Wallet,0
25.55,1,SG,dev_9627,Clothing,UPI,0
4.64,9,DE,dev_8762,Restaurants,Debit Card,0
160.03,14,BR,dev_4305,Clothing,Debit Card,0
134.09,11,ZA,dev_2480,Fuel,UPI,0
653.8,16,IN,dev_4563,Restaurants,E-Wallet,0
455.59,3,AU,dev_5756,Fuel,E-Wallet,0
64.85,6,DE,dev_7013,Restaurants,UPI,0
117.22,8,BR,dev_3904,Pharmacy,Net Banking,0
231.69,18,DE,dev_4536,Travel,E-Wallet,0
151.58,6,FR,dev_3014,Grocery,UPI,0
22.73,1,FR,dev_6640,Fuel,UPI,0
47.91,5,CA,dev_9137,Electronics,Debit Card,0
11.06,17,CA,dev_5522,Electronics,UPI,0
246.42,5,FR,dev_5653,Travel,Credit Card,0
74.55,12,ZA,dev_5947,Travel,Debit Card,0
20.77,18,BR,dev_2132,Pharmacy,Debit Card,0
89.11,1,AU,dev_1237,Electronics,E-Wallet,0
77.01,11,US,dev_1685,Fuel,Net Banking,0
35.47,14,US,dev_5812,Electronics,E-Wallet,0
9.64,13,IN,dev_8765,Grocery,Credit Card,0
89.08,5,ZA,dev_9939,Restaurants,Debit Card,0
58.77,17,ZA,dev_6214,Grocery,Debit Card,0
118.38,4,AU,dev_5685,Pharmacy,UPI,0
58.74,17,DE,dev_5162,Pharmacy,Net Banking,0
152.94,2,US,dev_1751,Electronics,Net Banking,0
64.22,2,DE,dev_9066,Restaurants,UPI,0
65.85,9,DE,dev_1715,Electronics,Credit Card,0
167.42,18,ZA,dev_3489,Grocery,Net Banking,0
41.33,2,DE,dev_4576,Grocery,Debit Card,0
11.51,11,US,dev_1445,Fuel,Credit Card,0
2.34,15,BR,dev_2252,Fuel,E-Wallet,0
112.56,16,GB,dev_6682,Grocery,E-Wallet,0
77.47,6,DE,dev_3268,Restaurants,Credit Card,0
97.41,12,AU,dev_9917,Pharmacy,Debit Card,0
19.16,1,SG,dev_4492,Fuel,E-Wallet,0
11.73,3,CA,dev_7683,Fuel,Debit Card,0
1.17,9,AU,dev_7636,Clothing,UPI,0
34.53,6,FR,dev_1544,Clothing,Net Banking,0
71.31,16,US,dev_3648,Fuel,Credit Card,0
39.84,19,SG,dev_1210,Electronics,Net Banking,0
46.03,5,CA,dev_6680,Restaurants,UPI,0
187.6,18,AU,dev_7655,Travel,E-Wallet,0
34.25,4,SG,dev_6912,Fuel,Debit Card,0
57.72,9,GB,dev_8423,Clothing,Debit Card,0
122.47,8,US,dev_5608,Restaurants,UPI,0
40.41,12,BR,dev_2977,Restaurants,Credit Card,0
77.85,18,IN,dev_3766,Clothing,Net Banking,1
158.65,5,ZA,dev_6064,Restaurants,E-Wallet,0
238.9,3,GB,dev_7899,Restaurants,Credit Card,0
12.73,2,FR,dev_1135,Clothing,UPI,0
208.93,2,ZA,dev_8537,Grocery,UPI,0
54.2,3,BR,dev_6346,Fuel,Debit Card,0
23.9,4,GB,dev_6265,Electronics,E-Wallet,0
49.17,7,CA,dev_1798,Travel,Credit Card,0
313.09,15,SG,dev_6686,Electronics,Debit Card,0
54.28,2,US,dev_5183,Grocery,E-Wallet,0
31.89,11,SG,dev_1937,Pharmacy,Net Banking,0
80.28,7,DE,dev_3003,Grocery,Net Banking,0
21.97,12,AU,dev_3806,Restaurants,Debit Card,0
6.31,3,FR,dev_1986,Electronics,Credit Card,1
11.04,13,DE,dev_2503,Grocery,E-Wallet,0
10.96,13,DE,dev_9276,Electronics,Net Banking,0
13.18,12,FR,dev_9482,Grocery,Net Banking,0
11.96,5,AU,dev_4003,Travel,Credit Card,0
81.93,16,CA,dev_3050,Grocery,Debit Card,0
16.06,3,AU,dev_7432,Electronics,UPI,0
33.93,7,US,dev_3899,Restaurants,E-Wallet,0
181.68,16,SG,dev_4958,Electronics,Net Banking,0
51.39,2,CA,dev_8388,Clothing,UPI,0
88.1,16,IN,dev_8457,Electronics,Credit Card,0
15.13,8,SG,dev_3158,Travel,Debit Card,0
17.08,1,CA,dev_3057,Fuel,E-Wallet,0
3.34,12,AU,dev_4870,Travel,Credit Card,0
14.8,19,FR,dev_1520,Travel,Debit Card,0
26.12,1,AU,dev_8508,Grocery,Credit Card,0
15.58,19,IN,dev_3410,Travel,Net Banking,0
7.43,10,CA,dev_1422,Electronics,Net Banking,0
10.28,14,US,dev_3623,Fuel,UPI,0
49.41,10,AU,dev_8761,Pharmacy,Credit Card,0
18.49,2,CA,dev_4186,Restaurants,Net Banking,0
36.24,2,SG,dev_3457,Pharmacy,Debit Card,0
56.0,11,IN,dev_9775,Travel,UPI,0
93.8,4,US,dev_3928,Electronics,E-Wallet,0
3.21,19,CA,dev_9395,Grocery,Credit Card,0
128.52,6,GB,dev_3793,Grocery,Net Banking,1
79.09,6,AU,dev_7213,Restaurants,Debit Card,0
6.82,12,IN,dev_8149,Restaurants,Credit Card,0
165.45,8,US,dev_7633,Electronics,Debit Card,0
202.94,12,US,dev_1806,Restaurants,UPI,0
5.04,11,DE,dev_8963,Restaurants,Net Banking,0
25.93,12,ZA,dev_9993,Grocery,Net Banking,0
131.27,9,IN,dev_1808,Electronics,UPI,0
110.35,0,US,dev_4289,Fuel,Debit Card,0
16.32,7,CA,dev_7866,Restaurants,Credit Card,0
18.79,15,DE,dev_7973,Electronics,Debit Card,0
37.02,12,ZA,dev_4133,Travel,Credit Card,0
53.01,2,SG,dev_6791,Grocery,UPI,0
77.04,2,CA,dev_2388,Fuel,E-Wallet,0
36.83,4,AU,dev_2345,Grocery,Credit Card,0
49.67,10,ZA,dev_1965,Grocery,Net Banking,0
110.1,6,IN,dev_1598,Clothing,Net Banking,0
2.99,9,AU,dev_6740,Electronics,Net Banking,0
23.27,9,BR,dev_4082,Travel,Debit Card,0
99.96,19,BR,dev_9378,Restaurants,Debit Card,0
180.46,1,IN,dev_9914,Travel,Debit Card,0
57.34,2,SG,dev_9410,Electronics,Net Banking,0
60.76,7,ZA,dev_1545,Grocery,Credit Card,0
9.07,10,DE,dev_2998,Clothing,Net Banking,0
47.45,12,GB,dev_8551,Electronics,Credit Card,0
60.85,6,US,dev_2417,Fuel,Debit Card,0
22.22,12,GB,dev_7918,Fuel,E-Wallet,0
25.09,1,BR,dev_9259,Electronics,Debit Card,0
37.89,5,BR,dev_9785,Restaurants,UPI,0
1.62,8,SG,dev_8165,Travel,Credit Card,0
31.1,19,GB,dev_3067,Travel,E-Wallet,0
19.0,1,GB,dev_2596,Restaurants,Debit Card,0
31.74,17,DE,dev_1347,Clothing,E-Wallet,0
10.21,15,SG,dev_6651,Grocery,Net Banking,0
176.97,11,SG,dev_6058,Pharmacy,Credit Card,0
72.03,6,IN,dev_4316,Pharmacy,UPI,0
90.93,6,AU,dev_1021,Grocery,Net Banking,0
124.54,16,SG,dev_8094,Fuel,E-Wallet,0
55.2,12,SG,dev_2012,Clothing,Debit Card,0
7.27,10,CA,dev_6830,Restaurants,Credit Card,0
61.62,5,ZA,dev_3941,Pharmacy,UPI,0
70.71,13,ZA,dev_1302,Electronics,Debit Card,0
109.46,5,FR,dev_1897,Travel,UPI,0
45.2,5,GB,dev_5447,Electronics,Credit Card,0
10.92,1,US,dev_3166,Travel,E-Wallet,0
26.7,19,GB,dev_6689,Electronics,UPI,0
36.09,14,IN,dev_8743,Restaurants,Credit Card,0
83.06,16,IN,dev_3741,Restaurants,UPI,0
67.66,7,IN,dev_5870,Clothing,Debit Card,0
35.22,4,AU,dev_2706,Electronics,UPI,0
344.5,16,US,dev_7991,Electronics,Debit Card,0
74.47,19,ZA,dev_5937,Clothing,Debit Card,0
21.66,0,DE,dev_5401,Clothing,Credit Card,0
8.59,17,ZA,dev_6441,Restaurants,Net Banking,0
13.27,14,AU,dev_1677,Restaurants,UPI,0
22.58,4,IN,dev_2325,Fuel,E-Wallet,0
14.01,6,AU,dev_1703,Electronics,Debit Card,0
16.52,17,ZA,dev_1296,Restaurants,Net Banking,0
26.85,5,DE,dev_9047,Pharmacy,Debit Card,0
15.23,4,FR,dev_8571,Restaurants,Net Banking,0
181.66,18,US,dev_8655,Electronics,Net Banking,0
6.69,9,AU,dev_6164,Clothing,E-Wallet,0
59.47,14,ZA,dev_9781,Electronics,Net Banking,0
42.26,9,US,dev_7585,Pharmacy,E-Wallet,0
323.09,15,ZA,dev_4388,Grocery,Credit Card,0
9.51,11,ZA,dev_6438,Electronics,Debit Card,0
40.58,17,DE,dev_1392,Grocery,E-Wallet,0
279.12,0,FR,dev_3862,Electronics,Debit Card,0
160.5,15,US,dev_3443,Pharmacy,UPI,0
135.89,5,IN,dev_2766,Grocery,Credit Card,0
23.86,2,US,dev_1106,Grocery,UPI,0
14.99,1,SG,dev_1298,Pharmacy,UPI,1
88.36,1,IN,dev_1861,Electronics,Net Banking,0
212.03,12,US,dev_6956,Fuel,Net Banking,0
65.09,8,CA,dev_2823,Restaurants,UPI,0
67.82,15,CA,dev_6435,Travel,Net Banking,0
26.28,4,ZA,dev_7939,Restaurants,Debit Card,0
117.4,6,IN,dev_5764,Grocery,Net Banking,0
16.57,12,US,dev_2458,Electronics,UPI,0
31.29,19,ZA,dev_1732,Electronics,Net Banking,0
44.33,12,GB,dev_1869,Electronics,Net Banking,0
56.68,6,ZA,dev_3266,Electronics,E-Wallet,0
22.21,9,AU,dev_4230,Fuel,E-Wallet,0
9.76,14,CA,dev_5250,Travel,UPI,0
75.46,5,GB,dev_1358,Clothing,Debit Card,0
27.25,4,BR,dev_2477,Grocery,Credit Card,0
69.64,1,AU,dev_8179,Travel,Credit Card,0
13.41,14,IN,dev_3909,Restaurants,UPI,0
52.49,15,ZA,dev_7060,Clothing,Debit Card,0
60.84,18,CA,dev_1673,Clothing,Debit Card,0
4.26,8,FR,dev_1923,Electronics,Debit Card,0
32.83,18,CA,dev_3847,Travel,E-Wallet,0
11.55,6,DE,dev_1476,Restaurants,UPI,0
5.24,3,CA,dev_9216,Electronics,Credit Card,0
368.1,2,FR,dev_7874,Electronics,Debit Card,0
31.13,19,FR,dev_1259,Pharmacy,UPI,0
132.81,10,ZA,dev_1088,Pharmacy,Credit Card,0
23.51,0,IN,dev_4028,Pharmacy,E-Wallet,0
91.53,5,FR,dev_6873,Fuel,Net Banking,0
114.25,10,CA,dev_4214,Grocery,Credit Card,0
72.44,0,IN,dev_9556,Clothing,Credit Card,0
51.03,6,US,dev_4600,Restaurants,Credit Card,0
42.46,5,CA,dev_5948,Clothing,Net Banking,0
34.32,13,SG,dev_3984,Travel,Debit Card,0
212.2,1,ZA,dev_1730,Grocery,Net Banking,0
142.05,3,AU,dev_3396,Electronics,Credit Card,0
268.25,10,ZA,dev_8539,Grocery,E-Wallet,0
10.62,14,FR,dev_6364,Electronics,Credit Card,0
105.0,17,BR,dev_8603,Pharmacy,E-Wallet,0
222.89,0,DE,dev_5101,Grocery,UPI,0
16.0,2,SG,dev_7413,Electronics,E-Wallet,0
5.5,2,FR,dev_7660,Clothing,Credit Card,0
108.11,6,CA,dev_5890,Pharmacy,Net Banking,0
68.35,0,IN,dev_2181,Pharmacy,Credit Card,0
147.53,10,SG,dev_2141,Pharmacy,Credit Card,0
12.04,5,BR,dev_6490,Clothing,UPI,0
126.88,19,AU,dev_3497,Clothing,Debit Card,0
18.01,2,IN,dev_6150,Clothing,Credit Card,0
14.3,18,DE,dev_6917,Pharmacy,UPI,0
14.36,1,GB,dev_2906,Grocery,Net Banking,0
134.81,17,DE,dev_1435,Electronics,UPI,0
87.54,11,ZA,dev_5339,Clothing,UPI,0
59.23,9,SG,dev_5373,Grocery,E-Wallet,0
35.56,4,ZA,dev_7864,Electronics,Debit Card,0
167.78,8,FR,dev_1982,Pharmacy,Debit Card,0
39.87,1,US,dev_5057,Grocery,Net Banking,0
135.69,1,FR,dev_1762,Pharmacy,UPI,0
46.26,5,AU,dev_2473,Fuel,Net Banking,0
37.85,9,SG,dev_4483,Clothing,Net Banking,0
49.69,17,US,dev_1269,Travel,Debit Card,0
28.69,11,IN,dev_3037,Grocery,Debit Card,0
110.14,3,US,dev_3496,Clothing,Debit Card,0
55.89,16,AU,dev_2152,Restaurants,Credit Card,0
21.14,14,CA,dev_9650,Electronics,UPI,0
183.87,5,ZA,dev_8518,Fuel,Net Banking,0
38.75,15,BR,dev_5158,Clothing,UPI,0
62.74,16,FR,dev_2564,Restaurants,Net Banking,0
189.56,2,SG,dev_4588,Grocery,Net Banking,0
78.3,9,AU,dev_2335,Grocery,Net Banking,0
9.95,4,GB,dev_2796,Restaurants,Net Banking,0
224.85,13,BR,dev_7245,Fuel,E-Wallet,0
79.05,12,AU,dev_8076,Restaurants,E-Wallet,0
32.63,5,GB,dev_1190,Electronics,Credit Card,0
12.0,11,GB,dev_4146,Grocery,Debit Card,0
126.4,7,GB,dev_2884,Restaurants,Net Banking,0
77.42,4,CA,dev_4791,Travel,UPI,0
60.99,14,US,dev_5044,Travel,E-Wallet,0
179.46,15,DE,dev_1336,Restaurants,Debit Card,0
124.32,0,FR,dev_1975,Electronics,Credit Card,0
13.16,15,GB,dev_3240,Grocery,Debit Card,0
29.89,4,AU,dev_7793,Travel,Net Banking,0
22.85,2,IN,dev_2128,Restaurants,Debit Card,0
108.99,19,IN,dev_9189,Pharmacy,Net Banking,0
2.73,14,SG,dev_9196,Restaurants,E-Wallet,0
67.5,12,ZA,dev_5667,Clothing,E-Wallet,0
114.99,15,GB,dev_6054,Restaurants,Net Banking,0
167.49,10,AU,dev_2165,Electronics,UPI,0
33.49,1,GB,dev_1194,Travel,E-Wallet,0
137.74,5,CA,dev_8758,Clothing,UPI,0
9.38,5,ZA,dev_5793,Travel,Net Banking,0
149.9,13,GB,dev_2111,Travel,Net Banking,0
10.91,10,FR,dev_7717,Electronics,E-Wallet,0
40.51,7,IN,dev_5247,Restaurants,UPI,0
127.68,7,GB,dev_9371,Electronics,Net Banking,0
12.99,0,FR,dev_9740,Restaurants,E-Wallet,0
20.83,6,FR,dev_4983,Clothing,Net Banking,0
102.48,5,US,dev_6781,Electronics,Debit Card,0
101.85,7,FR,dev_9527,Electronics,Debit Card,0
81.99,18,ZA,dev_8509,Pharmacy,E-Wallet,0
94.72,19,IN,dev_9692,Fuel,Net Banking,0
62.6,7,SG,dev_2496,Grocery,E-Wallet,0
23.21,13,CA,dev_1362,Electronics,Credit Card,0
33.93,17,IN,dev_5509,Fuel,E-Wallet,0
16.03,15,AU,dev_2236,Grocery,E-Wallet,0
191.27,8,SG,dev_4084,Pharmacy,Debit Card,0
70.05,14,FR,dev_6418,Restaurants,Debit Card,0
40.98,9,GB,dev_7809,Restaurants,Net Banking,0
49.59,15,US,dev_1252,Restaurants,E-Wallet,0
235.43,3,SG,dev_1123,Fuel,E-Wallet,0
13.32,19,AU,dev_6233,Fuel,Net Banking,0
70.6,12,AU,dev_3535,Grocery,UPI,0
56.4,4,SG,dev_1939,Restaurants,Net Banking,0
75.63,6,US,dev_4024,Travel,Debit Card,0
1.46,8,FR,dev_3942,Electronics,Debit Card,0
164.54,7,ZA,dev_5648,Fuel,E-Wallet,0
215.2,15,AU,dev_4024,Fuel,Debit Card,0
66.62,5,FR,dev_9909,Fuel,Net Banking,0
95.43,15,ZA,dev_3158,Grocery,E-Wallet,0
204.6,5,ZA,dev_2889,Restaurants,Net Banking,0
98.27,13,AU,dev_3709,Travel,Net Banking,0
13.24,0,SG,dev_2864,Electronics,E-Wallet,1
68.7,8,ZA,dev_8009,Electronics,UPI,0
74.66,12,GB,dev_1382,Restaurants,Debit Card,0
44.15,18,IN,dev_4956,Travel,Credit Card,0
106.68,16,CA,dev_3737,Grocery,Credit Card,0
217.89,10,AU,dev_5689,Fuel,Credit Card,0
207.83,7,BR,dev_7072,Fuel,Debit Card,0
47.95,4,ZA,dev_9917,Pharmacy,UPI,0
9.61,9,DE,dev_4621,Restaurants,Net Banking,0
335.13,6,GB,dev_8142,Electronics,E-Wallet,0
146.06,9,BR,dev_6807,Fuel,UPI,0
10.65,3,FR,dev_3386,Pharmacy,Credit Card,0
202.9,8,CA,dev_7916,Electronics,Debit Card,0
163.15,13,US,dev_5419,Electronics,Debit Card,0
58.52,1,ZA,dev_7840,Restaurants,E-Wallet,0
71.58,8,US,dev_4920,Clothing,Net Banking,0
40.73,0,CA,dev_8463,Pharmacy,UPI,0
4.51,9,GB,dev_8385,Clothing,UPI,0
32.66,9,GB,dev_7445,Clothing,UPI,0
129.9,19,CA,dev_6483,Pharmacy,Net Banking,0
0.37,2,GB,dev_8705,Travel,Net Banking,0
32.46,5,ZA,dev_4972,Restaurants,Net Banking,0
40.62,5,CA,dev_9799,Pharmacy,E-Wallet,0
61.67,1,AU,dev_8820,Electronics,Debit Card,0
201.91,17,DE,dev_7326,Pharmacy,Credit Card,0
34.01,1,FR,dev_1966,Fuel,Net Banking,0
34.09,11,IN,dev_5489,Pharmacy,Debit Card,0
107.0,4,SG,dev_5435,Travel,Net Banking,0
48.15,19,DE,dev_9256,Clothing,Credit Card,0
20.35,6,IN,dev_9095,Grocery,Net Banking,0
48.18,15,SG,dev_1893,Travel,Debit Card,0
12.15,19,US,dev_2736,Travel,E-Wallet,0
15.52,0,DE,dev_7691,Restaurants,Credit Card,0
55.19,0,BR,dev_8077,Fuel,Debit Card,0
43.43,16,DE,dev_9293,Travel,UPI,0
197.06,0,GB,dev_6093,Pharmacy,UPI,0
36.0,19,ZA,dev_7251,Fuel,UPI,0
69.51,12,ZA,dev_5241,Restaurants,E-Wallet,0
80.03,8,IN,dev_4057,Pharmacy,Net Banking,0
1.05,14,GB,dev_1623,Grocery,Net Banking,0
87.14,2,US,dev_2810,Electronics,Net Banking,0
15.68,13,ZA,dev_8402,Electronics,E-Wallet,0
259.68,10,FR,dev_3693,Clothing,UPI,0
12.88,11,US,dev_2338,Clothing,Net Banking,0
42.84,12,GB,dev_6555,Grocery,E-Wallet,0
7.14,12,GB,dev_4180,Electronics,E-Wallet,0
461.45,0,IN,dev_2751,Clothing,Debit Card,0
55.8,9,AU,dev_3664,Fuel,Net Banking,0
72.39,2,ZA,dev_8741,Travel,UPI,0
5.55,3,GB,dev_2960,Restaurants,Credit Card,0
110.89,15,GB,dev_4033,Pharmacy,E-Wallet,1
18.85,7,FR,dev_4952,Clothing,Debit Card,0
182.67,15,DE,dev_8348,Grocery,Credit Card,0
18.37,16,DE,dev_5446,Pharmacy,E-Wallet,0
16.93,18,GB,dev_1348,Electronics,Debit Card,0
2.98,14,US,dev_8442,Grocery,Net Banking,0
51.1,15,FR,dev_3039,Restaurants,Debit Card,0
66.56,14,US,dev_2069,Restaurants,E-Wallet,0
5.44,1,SG,dev_5855,Grocery,Net Banking,0
119.52,10,AU,dev_3144,Clothing,UPI,0
48.31,0,DE,dev_8960,Clothing,Debit Card,0
59.45,14,DE,dev_1419,Electronics,Credit Card,0
46.49,18,FR,dev_3610,Fuel,Net Banking,0
40.97,3,CA,dev_1214,Electronics,Net Banking,0
65.61,10,US,dev_8577,Travel,UPI,0
13.5,4,ZA,dev_1987,Fuel,Debit Card,0
16.06,2,FR,dev_7889,Pharmacy,Credit Card,0
158.32,12,IN,dev_5074,Travel,UPI,0
233.67,9,CA,dev_3380,Electronics,Debit Card,0
37.38,10,BR,dev_1041,Fuel,Credit Card,0
25.26,17,US,dev_9964,Fuel,Credit Card,0
82.63,1,CA,dev_7937,Travel,E-Wallet,0
42.04,6,FR,dev_5791,Grocery,Credit Card,0
2.06,8,ZA,dev_6730,Clothing,Debit Card,0
13.58,9,IN,dev_6893,Fuel,UPI,0
100.69,17,AU,dev_2770,Pharmacy,UPI,0
86.05,6,CA,dev_2297,Pharmacy,E-Wallet,0
2.2,6,AU,dev_4419,Fuel,Debit Card,0
20.08,2,GB,dev_1685,Travel,Credit Card,0
21.02,11,DE,dev_8590,Fuel,E-Wallet,0
89.15,6,SG,dev_5443,Travel,Net Banking,0
1.59,16,DE,dev_3023,Grocery,Debit Card,0
8.79,0,BR,dev_9631,Pharmacy,E-Wallet,0
128.72,4,ZA,dev_3361,Fuel,UPI,0
15.73,15,IN,dev_2639,Restaurants,E-Wallet,0
84.62,14,AU,dev_4748,Electronics,Net Banking,0
21.76,1,FR,dev_5619,Pharmacy,Debit Card,0
8.38,8,AU,dev_5821,Grocery,E-Wallet,0
22.29,6,ZA,dev_7732,Restaurants,Credit Card,0
102.49,3,FR,dev_3581,Pharmacy,Debit Card,0
154.87,19,FR,dev_4514,Grocery,E-Wallet,0
141.86,17,BR,dev_5085,Clothing,E-Wallet,0
40.49,3,ZA,dev_8522,Grocery,Debit Card,0
88.23,12,CA,dev_4779,Grocery,UPI,0
18.35,0,DE,dev_4813,Clothing,Credit Card,0
27.75,2,GB,dev_7652,Fuel,Debit Card,0
181.33,15,AU,dev_9887,Electronics,Credit Card,0
1.05,3,CA,dev_9051,Restaurants,Credit Card,0
7.15,15,GB,dev_9411,Pharmacy,Debit Card,0
18.64,18,IN,dev_4814,Travel,E-Wallet,0
2.15,0,SG,dev_2179,Electronics,UPI,0
16.02,4,AU,dev_3387,Pharmacy,Credit Card,0
69.98,18,BR,dev_2049,Grocery,Credit Card,0
43.77,10,GB,dev_9836,Travel,E-Wallet,0
178.55,12,FR,dev_4315,Clothing,Debit Card,0
136.06,19,CA,dev_7291,Electronics,UPI,0
33.46,4,DE,dev_4640,Fuel,Credit Card,0
24.03,3,BR,dev_2577,Restaurants,Credit Card,0
38.2,3,AU,dev_6280,Electronics,Debit Card,0
71.39,3,ZA,dev_9632,Electronics,E-Wallet,0
24.96,3,CA,dev_6604,Fuel,Net Banking,0
78.28,19,BR,dev_8409,Travel,E-Wallet,0
42.13,17,SG,dev_3185,Clothing,Credit Card,0
64.25,17,AU,dev_4677,Fuel,Credit Card,0
45.83,15,IN,dev_1218,Pharmacy,UPI,0
27.9,8,DE,dev_8919,Clothing,E-Wallet,0
237.22,17,IN,dev_6956,Fuel,Net Banking,0
115.38,1,GB,dev_7998,Electronics,UPI,0
12.08,3,ZA,dev_4055,Clothing,Net Banking,0
162.28,11,GB,dev_1650,Travel,UPI,0
53.47,6,DE,dev_6166,Travel,E-Wallet,0
179.96,14,CA,dev_1667,Restaurants,Credit Card,0
128.7,6,GB,dev_3795,Clothing,Net Banking,0
44.3,16,ZA,dev_7706,Restaurants,E-Wallet,0
1.82,15,US,dev_7650,Pharmacy,Net Banking,0
25.03,18,US,dev_2622,Fuel,E-Wallet,0
62.41,8,BR,dev_3398,Grocery,UPI,0
80.3,13,BR,dev_6590,Pharmacy,E-Wallet,0
23.86,16,AU,dev_9938,Travel,UPI,0
12.01,4,BR,dev_6430,Electronics,Credit Card,0
144.11,1,SG,dev_7471,Travel,UPI,0
332.85,19,BR,dev_4390,Grocery,Debit Card,0
59.67,15,SG,dev_1644,Electronics,Credit Card,0
15.07,13,BR,dev_4197,Clothing,E-Wallet,0
25.43,13,IN,dev_3513,Clothing,E-Wallet,0
1.48,0,FR,dev_5488,Pharmacy,Debit Card,0
196.55,2,SG,dev_4341,Travel,E-Wallet,0
10.02,6,CA,dev_2200,Electronics,Credit Card,0
68.74,14,AU,dev_5366,Fuel,Credit Card,0
25.62,18,DE,dev_7008,Electronics,UPI,0
64.63,19,SG,dev_4310,Restaurants,Net Banking,0
84.31,1,GB,dev_7301,Grocery,E-Wallet,0
141.64,18,FR,dev_2026,Pharmacy,Debit Card,0
18.5,8,IN,dev_2443,Clothing,Credit Card,0
0.88,18,US,dev_3540,Travel,Credit Card,0
11.78,4,IN,dev_1729,Electronics,Credit Card,0
184.22,17,BR,dev_3745,Clothing,Net Banking,0
165.65,15,AU,dev_2660,Travel,Net Banking,0
72.79,3,FR,dev_9582,Clothing,E-Wallet,0
73.41,11,GB,dev_5758,Travel,Debit Card,0
87.5,6,SG,dev_3715,Clothing,Net Banking,0
15.43,13,IN,dev_6895,Fuel,UPI,0
196.66,11,FR,dev_6205,Restaurants,Net Banking,0
43.41,2,SG,dev_4727,Grocery,Credit Card,0
38.65,4,AU,dev_2644,Clothing,Debit Card,0
58.54,16,DE,dev_3493,Grocery,E-Wallet,0
3.85,9,US,dev_9051,Clothing,Net Banking,0
14.55,9,AU,dev_4544,Pharmacy,Credit Card,0
107.16,10,BR,dev_2181,Electronics,UPI,0
6.91,16,ZA,dev_7449,Restaurants,UPI,0
73.94,4,DE,dev_8664,Pharmacy,E-Wallet,0
22.52,12,BR,dev_2954,Fuel,E-Wallet,0
39.45,9,IN,dev_5042,Restaurants,Net Banking,0
27.25,8,DE,dev_1935,Grocery,E-Wallet,0
35.16,16,BR,dev_5768,Electronics,Credit Card,0
101.57,0,DE,dev_3270,Travel,Credit Card,0
28.21,3,AU,dev_9639,Pharmacy,Credit Card,1
66.85,3,FR,dev_3045,Restaurants,Net Banking,0
51.71,17,US,dev_8510,Fuel,Net Banking,0
87.17,8,US,dev_5478,Pharmacy,E-Wallet,0
220.95,17,BR,dev_4363,Electronics,Net Banking,0
105.51,13,BR,dev_1852,Electronics,Credit Card,0
19.36,14,DE,dev_3187,Grocery,Debit Card,0
2.53,5,IN,dev_4425,Fuel,Credit Card,0
24.33,9,BR,dev_8599,Electronics,Debit Card,0
72.32,14,DE,dev_9352,Electronics,E-Wallet,0
4.22,3,CA,dev_9423,Travel,UPI,0
54.87,17,US,dev_7161,Grocery,Net Banking,0
72.67,17,BR,dev_2100,Grocery,Net Banking,0
32.55,16,AU,dev_2984,Fuel,Credit Card,0
117.89,11,GB,dev_1071,Electronics,Credit Card,0
9.02,6,DE,dev_7399,Travel,Debit Card,0
6.25,15,US,dev_5284,Clothing,Net Banking,0
104.21,10,BR,dev_5377,Restaurants,E-Wallet,0
54.73,13,FR,dev_4341,Pharmacy,Credit Card,0
93.28,2,DE,dev_4948,Grocery,Net Banking,0
45.65,18,IN,dev_4879,Travel,UPI,0
22.63,17,BR,dev_3373,Fuel,Debit Card,0
136.79,9,DE,dev_3865,Travel,Credit Card,0
128.52,5,BR,dev_3686,Electronics,Credit Card,0
94.92,12,ZA,dev_6905,Restaurants,E-Wallet,0
